ORF ID	Gene Name	Class(1:essential 2:nonessential 3:unknown)	Alternative Name	Map Position	Start(BP)	End(BP)	Length	Direction(0:+ 1:-)	Ncbi ID	Product	Swissprot Acc No	Note
692	ybfB	2	b0702   ECK0690   JW0691	15.798500061035156	732   999	733   325	327	0	1786919	putative membrane protein	P28914;   Q9JMT3;	
693	ybfO	2	b0703   ECK0691   JW0692   o477   o477a	15.80620002746582	733   356	734   876	1   521	0			P77779;	pseudogene    rhs-like
694	ybfC	2	b0704   ECK0692   JW0693	15.838899612426758	734   873	735   442	570	0	1786922	hypothetical protein	P28915;   Q8X9E7;	
130	garA	2		15.850000381469727	735   317	735   317	0	0				
10051	ybfQ	2	b4514   ECK4474	15.855999946594238	735   668	735   907	240	0				pseudogene    H repeat-associated protein
695	ybfL	2	b0705   ECK0694   JW0695   o285	15.8641996383667	736   048	737   184	1   137	0			P28912;   P75741; Q9R7S9; Q9R7T0;	predicted transposase (pseudogene);putative factor; Not classified; putative receptor protein
74	175	-1		15.869999885559082	736   500	752   516	16   017	-1				
696	ybfD	2	b0706   ECK0695   JW0696	15.891500473022461	737   315	738   076	762	0	1786924	hypothetical protein	P28916;	putative DNA ligase
697	ybgA	2	b0707   ECK0696   JW0697   tkp	15.911100387573242	738   224	738   733	510	0	1786925	conserved protein    DUF1722 family	P24252;   Q8FJV1;   Q8X9D6;   Q9JMT2;	
698	phr	2	b0708   ECK0697   JW0698   phrB	15.92199993133545	738   730	740   148	1   419	0	1786926	deoxyribodipyrimidine photolyase    FAD-binding	P00914;   Q8FJV0;   Q8X9D4;	deoxyribodipyrimidine photolyase (photoreactivation); GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006281 - DNA repair
699	dtpD	2	b0709   ECK0698   f493   JW0699   ybgH	15.95580005645752	740   298	741   779	1   482	1	1786927	dipeptide and tripeptide permease D	P39276;   P75742;   Q8FJU9;   Q8X9D3;	putative transport protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0009063 - cellular amino acid catabolic process
700	ybgI	2	b0710   ECK0699   JW0700   o247   o247c	15.993599891662598	742   050	742   793	744	0	1786928	conserved metal-binding protein    NIF3 family	P75743;	
701	ybgJ	2	b0711   ECK0700   JW0701   o218   o218c	16.010099411010742	742   816	743   472	657	0	1786929	putative allophanate hydrolase    subunit 1	P75744;   Q8FJU8;	putative carboxylase
702	ybgK	2	b0712   ECK0701   JW0702   o310   o310c	16.024099349975586	743   466	744   398	933	0	1786930	putative allophanate hydrolase    subunit 2	P75745;   Q8FJU7;   Q8X9D0;	putative carboxylase
703	ybgL	2	b0713   ECK0702   JW0703   o244   o244a	16.04400062561035	744   388	745   122	735	0	1786931	conserved protein    UPF0271 family	P75746;   Q8FJU6;   Q8X9C8;	putative lactam utilization protein; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0042493 - response to drug
704	nei	2	b0714   ECK0703   JW0704	16.06060028076172	745   158	745   949	792	0	1786932	endonuclease VIII/5-formyluracil/5-hydroxymethyluracil DNA glycosylase	P50465;   Q8FJU5;   Q8X9C6;	endonuclease VIII and DNA N-glycosylase with an AP lyase activity; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006281 - DNA repair
705	abrB	2	b0715   ECK0704   f363   f363b   JW5097   ybgN	16.077499389648438	745   946	746   992	1   047	1	87081776	regulator of aidB expression; inner membrane protein	P27432;   P75747;   Q8FJU4;   Q8X9C5;	putative transport protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
131	rdgA	2		16.100000381469727	746   915	746   915	0	0				
706	ybgO	2	b0716   ECK0705   f362   f362b   JW5098	16.1033992767334	747   144	748   205	1   062	1	87081777	putative fimbrial-like adhesin protein	P75748; Q9R7S8;   Q8X9C4;	
707	ybgP	2	b0717   ECK0706   f242   JW0707	16.12619972229004	748   202	748   930	729	1	1786936	putative periplasmic pilus chaperone	P75749;   Q8X9B8;	putative chaperone; GO_process: GO:0006457 - protein folding
708	ybgQ	2	b0718   ECK0707   f818   JW5099	16.142200469970703	748   945	751   392	2   448	1	87081778	putative outer membrane protein	P75750; Q9R7S6; Q9R7S7;   Q8X9B5;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0009279 - cell outer membrane
75	176	-1		16.15999984741211	750   000	764   738	14   739	-1				
709	ybgD	2	b0719   ECK0708   JW0709	16.196199417114258	751   452	752   018	567	1	1786938	putative fimbrial-like adhesin protein	P37909; P75751;   Q8X9B2;	putative fimbrial-like protein; GO_component: GO:0009289 - pilus
710	gltA	2	b0720   ECK0709   gluT   icdB   JW0710	16.216800689697266	752   408	753   691	1   284	1	1786939	citrate synthase	P00891; O32552; P78257;   Q8X9B0;	GO_process: GO:0006099 - tricarboxylic acid cycle; GO_process: GO:0009061 - anaerobic respiration
711	sdhC	2	b0721   cybA   ECK0710   JW0711	16.25979995727539	754   400	754   789	390	0	1786940	succinate dehydrogenase    membrane subunit    binds cytochrome b556	P10446;   Q8FJU1;	succinate dehydrogenase    cytochrome b556; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006099 - tricarboxylic acid cycle; GO_process: GO:0009060 - aerobic respiration; GO_process: GO:0017004 - cytochrome complex assembly
712	sdhD	2	b0722   ECK0711   JW0712	16.26799964904785	754   783	755   130	348	0	1786941	succinate dehydrogenase    membrane subunit    binds cytochrome b556	P10445;   Q8X9A9;	succinate dehydrogenase    hydrophobic subunit; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006099 - tricarboxylic acid cycle; GO_process: GO:0009060 - aerobic respiration
713	sdhA	2	b0723   ECK0712   JW0713	16.27549934387207	755   130	756   896	1   767	0	1786942	succinate dehydrogenase    flavoprotein subunit	P10444; P78282;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006099 - tricarboxylic acid cycle; GO_process: GO:0009060 - aerobic respiration
714	sdhB	2	b0724   ECK0713   JW0714	16.313899993896484	756   912	757   628	717	0	1786943	succinate dehydrogenase    FeS subunit	P07014;   Q8FJT9;   Q8X9A8;	succinate dehydrogenase    iron sulfur protein; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006099 - tricarboxylic acid cycle; GO_process: GO:0009060 - aerobic respiration
716	sucA	2	b0726   ECK0714   JW0715   lys	16.335800170898438	757   929	760   730	2   802	0	1786945	2-oxoglutarate decarboxylase    thiamin-requiring	P07015; P78225;	2-oxoglutarate dehydrogenase (decarboxylase component); GO_process: GO:0006099 - tricarboxylic acid cycle
76	177	-1		16.360000610351562	759   204	778   718	19   515	-1				
717	sucB	2	b0727   ECK0715   JW0716	16.396499633789062	760   745	761   962	1   218	0	1786946	dihydrolipoyltranssuccinase	P07016;   Q8FJT8;	2-oxoglutarate dehydrogenase (dihydrolipoyltranssuccinase E2 component); GO_process: GO:0006099 - tricarboxylic acid cycle
135	dctB	2		16.399999618530273	760   832	760   832	0	0				
718	sucC	2	b0728   ECK0716   JW0717	16.428699493408203	762   237	763   403	1   167	0	1786948	succinyl-CoA synthetase    beta subunit	P07460;	GO_process: GO:0006099 - tricarboxylic acid cycle
719	sucD	2	b0729   ECK0717   JW0718	16.453800201416016	763   403	764   272	870	0	1786949	succinyl-CoA synthetase    NAD(P)-binding    alpha subunit	P07459;	succinyl-CoA synthetase    alpha subunit; GO_process: GO:0006099 - tricarboxylic acid cycle
720	mngR	2	b0730   ECK0718   farR   JW0719   ybgB	16.47480010986328	764   376	765   098	723	1	1786950	DNA-binding transcriptional dual regulator    fatty-acyl-binding	P13669;	transcriptional regulator of succinylCoA synthetase operon; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006099 - tricarboxylic acid cycle; GO_process: GO:0006350 - transcription; GO_process: GO:0006355 - regulation of transcription    DNA-dependent
721	mngA	2	b0731   ECK0719   hrsA   JW0720	16.492700576782227	765   207	767   183	1   977	0	1786951	fused 2-O-a-mannosyl-D-glycerate specific PTSenzymes: IIA component/IIB component/IIC component	P54745;	protein modification enzyme    induction of ompC; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0006464 - protein modification process; GO_process: GO:0009266 - response to temperature stimulus
77	178	-1		16.510000228881836	766   034	782   452	16   419	-1				
722	mngB	2	b0732   ECK0720   JW0721   o877   ybgB   ybgG	16.53569984436035	767   201	769   834	2   634	0	1786952	alpha-mannosidase	P54746; P75753;	putative sugar hydrolase; GO_process: GO:0016052 - carbohydrate catabolic process
723	cydA	2	b0733   ECK0721   JW0722	16.610700607299805	770   681	772   249	1   569	0	87081779	cytochrome d terminal oxidase    subunit I	P11026; P75754; P76823;   Q8X979;	cytochrome d terminal oxidase    polypeptide subunit I; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
724	cydB	2	b0734   ECK0722   JW0723	16.644800186157227	772   265	773   404	1   140	0	1786954	cytochrome d terminal oxidase    subunit II	P11027;   P56100;	cytochrome d terminal oxidase polypeptide subunit II; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
10052	ybgT	2	b4515   ECK0723   JW0724	16.669700622558594	773   419	773   532	114	0	87081780	hypothetical protein		GO_component: GO:0005737 - cytoplasm
725	ybgE	2	b0735   ECK0724   JW0725   o97	16.672100067138672	773   532	773   825	294	0	1786956	hypothetical protein	P37343; P75755;	
726	ybgC	2	b0736   ECK0725   JW0726	16.681699752807617	773   975	774   379	405	0	1786957	acyl-CoA thioesterase    involved in phospholipid metabolism	P08999;	
727	tolQ	2	b0737   ECK0726   fii   JW0727   tolP	16.69029998779297	774   376	775   068	693	0	1786958	membrane spanning protein in TolA-TolQ-TolR complex	P05828;   Q8FJT2;	inner membrane protein    membrane-spanning    maintains integrity of cell envelope; tolerance to group A colicins; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
728	tolR	2	b0738   ECK0727   JW0728	16.705299377441406	775   072	775   500	429	0	1786959	membrane spanning protein in TolA-TolQ-TolR complex	P05829;	putative inner membrane protein    involved in the tonB-independent uptake of group A colicins; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
729	tolA	2	b0739   cim   ECK0728   excC   JW0729   lky   tol-2	16.715900421142578	775   565	776   830	1   266	0	1786960	membrane anchored protein in TolA-TolQ-TolR complex	P07176;   P19934;   Q8FJT1;   Q8X965;	membrane spanning protein    required for outer membrane integrity; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
730	tolB	2	b0740   ECK0729   JW5100   lky   lkyA	16.7460994720459	776   963	778   255	1   293	0	1786961	periplasmic protein	P19934;   P19935;	periplasmic protein involved in the tonb-independent uptake of group A colicins; GO_component: GO:0042597 - periplasmic space
731	pal	2	b0741   ECK0730   excC   JW0731	16.774700164794922	778   290	778   811	522	0	1786962	peptidoglycan-associated outer membrane lipoprotein	P07176;   P19934;   Q8CW95;	peptidoglycan-associated lipoprotein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
732	ybgF	2	b0742   ECK0731   JW0732   o263	16.786100387573242	778   821	779   612	792	0	1786963	periplasmic TolA-binding protein	P45955; P75756;   Q8CW94;   Q8X964;	GO_component: GO:0042597 - periplasmic space
78	179	-1		16.790000915527344	779   160	793   517	14   358	-1				
14	lysT	2	b0743   ECK0732   JWR0018   lysTalpha   sua   supG   supL	16.806699752807617	779   777	779   852	76	0		tRNA-Lys		anticodon: UUU
15	valT	2	b0744   ECK0733   JWR0019	16.81130027770996	779   988	780   063	76	0		tRNA-Val		anticodon: UAC
16	lysW	2	b0745   ECK0734   JWR0020   lysTbeta   su	16.81290054321289	780   066	780   141	76	0		tRNA-Lys		anticodon: UUU
17	valZ	2	b0746   ECK0735   JWR0021	16.817800521850586	780   291	780   366	76	0		tRNA-Val		anticodon: UAC
18	lysY	2	b0747   ECK0736   JWR0022	16.819499969482422	780   370	780   445	76	0		tRNA-Lys		anticodon: UUU
19	lysZ	2	b0748   ECK0737   JWR0023	16.82430076599121	780   592	780   667	76	0		tRNA-Lys		anticodon: UUU
20	lysQ	2	b0749   ECK0738   JWR0024	16.828800201416016	780   800	780   875	76	0		tRNA-Lys		anticodon: UUU
733	nadA	2	b0750   ECK0739   JW0733   nicA   o347	16.83970069885254	781   308	782   351	1   044	0	1786964	quinolinate synthase    subunit A	P11458; P77373;   Q8FJS7;   Q8X963;	quinolinate synthetase    A protein; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009435 - NAD biosynthetic process
734	pnuC	2	b0751   ECK0740   JW0734	16.863000869750977	782   389	783   108	720	0	1786965	nicotinamide riboside transporter	P31215; P77227;   Q8FJS6;   Q8X953;	required for NMN transport; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0015949 - nucleobase    nucleoside and nucleotide interconversion
735	zitB	2	b0752   ECK0741   f313   f313a   JW0735   ybgR	16.878400802612305	783   105	784   046	942	1	1786966	zinc efflux system	P75757;	putative transport system permease protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
149	mglR	2		16.899999618530273	784   028	784   028	0	0				
736	ybgS	2	b0753   ECK0742   f126   JW0736	16.901199340820312	784   160	784   540	381	1	1786968	hypothetical protein	P75758;	putative homeobox protein
737	aroG	2	b0754   ECK0743   JW0737	16.916200637817383	784   856	785   908	1   053	0	1786969	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase    phenylalanine repressible	P00886;   Q8FJS3;	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (DAHP synthetase    phenylalanine repressible); GO_process: GO:0009094 - L-phenylalanine biosynthetic process
738	gpmA	2	b0755   ECK0744   gpm   JW0738	16.94230079650879	786   066	786   818	753	1	1786970	phosphoglyceromutase 1	P62707; P31217;   P62708; P31217;   P62709; P31217;	GO_process: GO:0006096 - glycolysis; GO_process: GO:0006094 - gluconeogenesis
150	phxB	2		16.959999084472656	786   812	786   812	0	0				
739	galM	2	b0756   ECK0745   JW0739	16.962799072265625	787   020	788   060	1   041	1	1786971	galactose-1-epimerase (mutarotase)	P40681;   Q8FJS2;   Q8X944;	GO_component: GO:0042597 - periplasmic space; GO_process: GO:0016052 - carbohydrate catabolic process
740	galK	2	b0757   ECK0746   galA   JW0740	16.98509979248047	788   054	789   202	1   149	1	1786972	galactokinase	P06976;   Q8FJS1;	GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042280 - cell surface antigen activity    host-interacting; GO_process: GO:0006012 - galactose metabolic process; GO_process: GO:0009242 - colanic acid biosynthetic process; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0009269 - response to desiccation
741	galT	2	b0758   ECK0747   galB   JW0741	17.009899139404297	789   206	790   252	1   047	1	1786973	galactose-1-phosphate uridylyltransferase	P09148; P78270;   Q8FJS0;   Q8X943;	GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042280 - cell surface antigen activity    host-interacting; GO_process: GO:0006012 - galactose metabolic process; GO_process: GO:0009242 - colanic acid biosynthetic process; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0009269 - response to desiccation
742	galE	2	b0759   ECK0748   galD   JW0742	17.032699584960938	790   262	791   278	1   017	1	1786974	UDP-galactose-4-epimerase	P09147; Q47493;   Q8FJR9;   Q8X942;	GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042280 - cell surface antigen activity    host-interacting; GO_process: GO:0006012 - galactose metabolic process; GO_process: GO:0009242 - colanic acid biosynthetic process; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0009435 - NAD biosynthetic process; GO_process: GO:0009269 - response to desiccation
743	modF	2	b0760   chlD   ECK0749   JW0743   phrA	17.060199737548828	791   539	793   011	1   473	1	1786975	fused molybdate transporter subunits of ABC superfamily: ATP-binding components	P31060;   Q8FJR8;   Q8X941;	ATP-binding component of molybdate transport system; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042888 - molybdenum ion transmembrane transporter activity; GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process
79	180	-1		17.06999969482422	792   418	806   408	13   991	-1				
744	modE	2	b0761   chlD   ECK0750   JW0744   modR	17.093399047851562	793   079	793   867	789	1	1786976	DNA-binding transcriptional repressor for the molybdenum transport operon modABC	P46930;   Q8FJR7;	molybdate uptake regulatory protein; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process; GO_process: GO:0006350 - transcription
745	acrZ	2	b0762   ECK0751   JW5102   o49   ybhT	17.11319923400879	793   996	794   145	150	0	1786977	AcrAB-TolC efflux pump accessory protein    membrane-associated	P75759;	
746	modA	2	b0763   ECK0752   JW0746	17.1200008392334	794   312	795   085	774	0	1786979	molybdate transporter subunit	P37329;   Q8CW92;   Q8X931;	molybdate-binding periplasmic protein; permease; periplasmic-binding component of ABC superfamily; GO_component: GO:0042597 - periplasmic space; GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process
747	modB	2	b0764   chlJ   ECK0753   JW0747	17.136699676513672	795   085	795   774	690	0	1786980	molybdate transporter subunit	P09834; P77537;   Q8FJR5;	molybdate transport permease protein; membrane component of ABC superfamily; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
748	modC	2	b0765   chlD   ECK0754   JW0748   narD	17.151599884033203	795   777	796   835	1   059	0	1786981	molybdate transporter subunit	P09833;   Q8FJR4;   Q8X4V7;	ATP-binding component of molybdate transport; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process
749	ybhA	2	b0766   ECK0755   JW0749   modD	17.174400329589844	796   836	797   654	819	1	1786982	pyridoxal phosphate (PLP) phosphatase	P21829;   Q8FJR3;   Q8X927;   Q9JMT1;	putative phosphatase
750	pgl	2	b0767   blu   ECK0756   JW0750   o331   ybhE	17.19540023803711	797   809	798   804	996	0	1786983	6-phosphogluconolactonase	P52697; P75760;   Q8FJR2;   Q8X926;	putative isomerase
80	201	-1		17.209999084472656	798   655	816   809	18   155	-1				
751	ybhD	2	b0768   ECK0757   f338   JW5896	17.21769905090332	798   845	799   798	954	1	145693105	putative DNA-binding transcriptional regulator	P52696; P75761;   Q8FJR1;   Q8X925;	putative transcriptional regulator LYSR-type; GO_function: GO:0016563 - transcription activator activity; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006350 - transcription
752	ybhH	2	b0769   ECK0758   JW0752   o350	17.24220085144043	799   982	801   034	1   053	0	1786985	hypothetical protein	P75762;   Q8X924;	
753	ybhI	2	b0770   ECK0759   JW0753   o477   o477b	17.26650047302246	801   110	802   543	1   434	0	1786986	putative transporter	P75763;   Q8FJR0;   Q8X923;	putative membrane pump protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
154	esp	2		17.280000686645508	801   657	801   657	0	0				
155	attl	2		17.299999237060547	802   585	802   585	0	0				
754	ybhJ	2	b0771   ECK0760   JW5103   o761	17.301300048828125	802   726	804   987	2   262	0	87081781	putative hydratase	P75764; Q9R7S5;   Q8FJQ9;   Q8X893;	putative enzyme
156	attLAM	2		17.34000015258789	804   441	804   441	0	0				
755	ybhC	2	b0772   ECK0761   JW0755	17.355100631713867	805   221	806   504	1   284	1	1786989	acyl-CoA thioesterase    lipoprotein	P46130; P75765;   Q8CW91;   Q8X891;	putative pectinesterase; GO_component: GO:0009279 - cell outer membrane; GO_process: GO:0008152 - metabolic process; GO_process: GO:0000272 - polysaccharide catabolic process
157	csiB	2		17.3799991607666	806   297	806   297	0	0				
756	ybhB	2	b0773   ECK0762   JW0756	17.38599967956543	806   656	807   132	477	1	1786990	kinase inhibitor homolog    UPF0098 family	P12994; P75766;   Q8FJQ8;   Q8X828;	
757	bioA	2	b0774   ECK0763   JW0757	17.397600173950195	807   191	808   480	1   290	1	1786991	7   8-diaminopelargonic acid synthase    PLP-dependent	P12995;   Q8FJQ5;   Q8X827;	7   8-diaminopelargonic acid synthetase; GO_process: GO:0009102 - biotin biosynthetic process
758	bioB	2	b0775   ECK0764   JW0758	17.427200317382812	808   567	809   607	1   041	0	1786992	biotin synthase	P12996;   P13001;   Q8FJQ3;   Q8X825;	biotin synthesis    sulfur insertion?; GO_process: GO:0009102 - biotin biosynthetic process
81	202	-1		17.420000076293945	808   672	826   044	17   373	-1				
759	bioF	2	b0776   ECK0765   JW0759	17.449600219726562	809   604	810   758	1   155	0	1786993	8-amino-7-oxononanoate synthase	P12998;   Q8FJQ2;   Q8X823;	GO_process: GO:0009102 - biotin biosynthetic process
760	bioC	2	b0777   ECK0766   JW0760	17.474199295043945	810   745	811   500	756	0	1786994	malonyl-CoA methyltransferase    SAM-dependent	P12999;   Q8FJQ1;   Q8X822;	biotin biosynthesis; reaction prior to pimeloyl CoA; GO_process: GO:0009102 - biotin biosynthetic process
761	bioD	2	b0778   ECK0767   JW0761	17.490299224853516	811   493	812   170	678	0	1786995	dethiobiotin synthetase	P13000;   Q8FJQ0;   Q8X821;	GO_process: GO:0009102 - biotin biosynthetic process
762	uvrB	2	b0779   dar-1   dar-6   ECK0768   JW0762	17.51740074157715	812   749	814   770	2   022	0	1786996	excinulease of nucleotide excision repair    DNA damage recognition component	P07025;   Q8FJP8;	DNA repair; excision nuclease subunit B; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006308 - DNA catabolic process; GO_process: GO:0006281 - DNA repair; GO_process: GO:0009314 - response to radiation; GO_process: GO:0009432 - SOS response
82	203	-1		17.520000457763672	813   250	833   991	20   742	-1				
763	ybhK	2	b0780   ECK0769   f302   f302a   JW0763	17.565099716186523	814   962	815   870	909	1	1786997	putative transferase with NAD(P)-binding Rossmann-fold domain	P58585;   P75767;   Q8FJP7;	putative structural protein
764	moaA	2	b0781   bisA   chlA   ECK0770   JW0764   narA	17.59320068359375	816   267	817   256	990	0	1786999	molybdopterin biosynthesis protein A	P30745;   Q8X812;	molybdopterin biosynthesis    protein A; GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process
765	moaB	2	b0782   ECK0771   JW0765	17.614999771118164	817   278	817   790	513	0	1787000	molybdopterin biosynthesis protein B	P30746;   Q8FJP6;	molybdopterin biosynthesis    protein B; GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process
766	moaC	2	b0783   ECK0772   JW0766   o161	17.626100540161133	817   793	818   278	486	0	1787001	molybdopterin biosynthesis    protein C	P30747; P77530;	GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process
767	moaD	2	b0784   chlM   ECK0773   JW0767	17.63640022277832	818   271	818   516	246	0	1787002	molybdopterin synthase    small subunit	P30748; P77422;   Q8FJP4;   Q8X807;	molybdopterin biosynthesis; GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process
768	moaE	2	b0785   ECK0774   JW0768	17.641700744628906	818   518	818   970	453	0	1787003	molybdopterin synthase    large subunit	P30749;   Q8FJP3;   Q8X806;	molybdopterin converting factor    subunit 2; GO_process: GO:0006777 - Mo-molybdopterin cofactor biosynthetic process
769	ybhL	2	b0786   ECK0775   JW0769   o234	17.654399871826172	819   107	819   811	705	0	1787004	inner membrane protein    UPF0005 family	P75768;   Q8X804;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
770	ybhM	2	b0787   ECK0776   JW0770   o237   o237b	17.673999786376953	820   016	820   729	714	0	1787005	inner membrane protein    UPF0005 family	P75769;   Q8FJP1;   Q8X803;	GO_component: GO:0009274 - peptidoglycan-based cell wall
771	ybhN	2	b0788   ECK0777   f318   f318c   JW0771	17.690099716186523	820   765	821   721	957	1	1787006	conserved inner membrane protein	P16701;   P75770;   Q8FJP0;   Q8X802;	
772	clsB	2	b0789   ECK0778   f413   f413b   JW0772   ybhO	17.7106990814209	821   721	822   962	1   242	1	1787007	cardiolipin synthase 2	P75771;   Q8FJN9;	cardiolipin synthase activity; GO_process: GO:0008654 - phospholipid biosynthetic process
773	ybhP	2	b0790   ECK0779   f253   f253a   JW0773	17.73740005493164	822   959	823   720	762	1	1787008	conserved protein    endo/exonuclease/phosphatase family PFAM PF03372	P75772;	GO_process: GO:0006308 - DNA catabolic process
774	ybhQ	2	b0791   ECK0780   JW0774   o136   o136c	17.75670051574707	823   853	824   263	411	0	1787009	inner membrane protein	P75773;	
775	ybhR	2	b0792   ECK0781   f368   JW5803	17.764699935913086	824   225	825   331	1   107	1	1787010	putative transporter subunit: membrane component of ABC superfamily	P37624; P37625;   P75774; Q9ZBC6;   Q8FJN8;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
776	ybhS	2	b0793   ECK0782   f377   f377b   JW0777	17.788799285888672	825   342	826   475	1   134	1	1787011	putative transporter subunit: membrane component of ABC superfamily	P75775;	GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
777	ybhF	2	b0794   ECK0783   f583   JW5104	17.813100814819336	826   468	828   204	1   737	1	87081782	fused predicted transporter subunits of ABC superfamily: ATP-binding components	P75776; Q9R7S3; Q9R7S4;   Q8FJN7;   Q8X7Z1;	putative ATP-binding component of a transport system; GO_component: GO:0005737 - cytoplasm
83	204	-1		17.84000015258789	827   922	843   303	15   382	-1				
778	ybhG	2	b0795   ECK0784   f332   f332b   JW0779	17.850299835205078	828   197	829   195	999	1	1787013	putative membrane fusion protein (MFP) component of efflux pump    membrane anchor	P37626;   P75777;	putative membrane protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0009279 - cell outer membrane
779	ybiH	2	b0796   ECK0785   f227   JW0780	17.87179946899414	829   195	829   866	672	1	87081783	putative DNA-binding transcriptional regulator	P41037; P78054;   Q8FJN5;   Q8X7Y8;	putative transcriptional regulator; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006350 - transcription
780	rhlE	2	b0797   ECK0786   JW0781	17.891199111938477	830   095	831   459	1   365	0	1787016	ATP-dependent RNA helicase	P25888;   Q8FJN4;   Q8X7Y7;	putative ATP-dependent RNA helicase; GO_process: GO:0009451 - RNA modification
781	ybiA	2	b0798   ECK0787   JW0783	17.925600051879883	831   691	832   173	483	1	1787017	conserved protein    DUF1768 family	P30176;   Q9JMT0; Q79BJ2;	
782	dinG	2	b0799   ECK0788   JW0784   rarB	17.938600540161133	832   293	834   443	2   151	0	1787018	ATP-dependent DNA helicase	P27296;   Q8FJN1;	probably ATP-dependent helicase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006281 - DNA repair; GO_process: GO:0009432 - SOS response
161	gurC	2		17.959999084472656	833   204	833   204	0	0				
783	ybiB	2	b0800   ECK0789   JW0785	17.98550033569336	834   471	835   433	963	0	1787019	putative family 3 glycosyltransferase	P30177;   Q8FJN0;   Q8X7X6;   Q9JMS9;	putative enzyme
784	ybiC	2	b0801   ECK0790   JW0786	18.009300231933594	835   574	836   659	1   086	0	1787020	putative dehydrogenase	P30178; P75778;   P58409;   Q8FJM9;	
785	ybiJ	2	b0802   ECK0791   JW0787	18.037599563598633	836   888	837   148	261	1	1787021	hypothetical protein	P41038;   Q8X7X2;	
